Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,product_name,average_rating,total_no_of_reviews,brand,model,in_stock,condition,ships_from,sold_by,prime_eligible,drive_type,form_factor,interface,read_speed_mbps,write_speed_mbps,estimated_delivery_date,warranty_months
$0.022,$21.88,$175,8 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B076GPKW5Q?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B076GPKW5Q,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,100,90,01/15,24
$0.022,$21.99,$33,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B00PB50NQ0?tag=synack-20&linkCode=osi&th=1&psc=1,Seagate Barracuda 3.5 Inch SATA III 6GB/s 7200 RPM Internal Hard Drive,4.2,856,Seagate,ST1000DM003,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,6000,01/15,24
$0.022,$22.00,$28,25 GB x50,,Optical,BD-R,New,https://www.amazon.com/dp/B00AYX7VRS?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.022,$22.00,$28,25 GB x50,,Optical,BD-R,New,https://www.amazon.com/dp/B0094D2AP2?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B0094D2AP2,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.022,$22.00,$28,25 GB x50,,Optical,BD-R,New,https://www.amazon.com/dp/B00J2AXG8C?tag=synack-20&linkCode=osi&th=1&psc=1,Seagate Barracuda 1TB Internal Hard Drive,4.2,892,Seagate,ST1000DM003,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,72,72,01/15,24
$0.022,$22.04,$28,25 GB x50,,Optical,BD-R,New,https://www.amazon.com/dp/B0D5HMR3F8?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Storage Drive,4.5,250,Amazon,B0D5HMR3F8,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.022,$22.04,$529,24 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0F1NLJF8C?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,50,Unknown,Unknown,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.022,$22.04,$485,22 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0DFDTPR74?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,B0DFDTPR74,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.022,$22.05,"$1,103",2.5 TB x20,,Tape,LTO-6,New,https://www.amazon.com/dp/B00TMLZFSK?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,no,HDD,"3.5""",SATA III,7200,7200,01/01,24
$0.022,$22.08,$221,10 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B01M07WKSE?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,150,Unknown,Unknown,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.022,$22.14,$310,14 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B086W2V5PF?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B086W2V5PF,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,120,01/15,24
$0.022,$22.14,$310,14 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0BYTVCWM9?tag=synack-20&linkCode=osi&th=1&psc=1,External Disk Drive,4.5,150,Unknown,B0BYTVCWM9,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,120,01/15,24
$0.022,$22.14,$310,14 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0BYTWVS8K?tag=synack-20&linkCode=osi&th=1&psc=1,External Portable Hard Drive,4.5,150,Unknown,B0BYTWVS8K,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,120,01/20,12
$0.022,$22.14,$310,14 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0DK4P8JWM?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Disk Drive Storage Device,4.5,250,Unknown,B0DK4P8JWM,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,450,12/20,24
$0.022,$22.14,$310,14 TB,2 years,"External 3.5""",HDD,New,https://www.amazon.com/dp/B0F7VDP4L3?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,B0F7VDP4L3,unknown,new,Amazon,Amazon,True,SSD,M.2,NVMe PCIe,3500,3000,01/15,60
$0.022,$22.22,$400,18 TB,3 years,"Internal 3.5""",HDD,New,https://www.amazon.com/dp/B0C234J1NF?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,150,Unknown,B0C234J1NF,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,36
$0.022,$22.25,$89,4 TB,,Internal,SAS,New,https://www.amazon.com/dp/B086Q3RJF2?tag=synack-20&linkCode=ogi&th=1&psc=1,Amazon Internal Disk Drive,4.5,150,Unknown,B086Q3RJF2,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/20,24
$0.022,$22.38,$179,8 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B0GQC4P2Q5?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon External Storage Drive,4.5,250,Amazon,B0GQC4P2Q5,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.022,$22.39,$28,25 GB x50,1 year,Optical,BD-R,New,https://www.amazon.com/dp/B0D4MNV891?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,50,Unknown,B0D4MNV891,unknown,new,Amazon,Amazon,True,SSD,M.2,NVMe PCIe,3500,3000,01/15,24
$0.022,$22.42,$269,12 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B07N1765S8?tag=synack-20&linkCode=osi&th=1&psc=1,Seagate Barracuda 3.5 Inch 8TB Internal Hard Drive,4.5,450,Seagate,ST8000DM004,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,272,272,01/15,24
$0.022,$22.50,$45,2 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B007JUFKM2?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.0,50,Unknown,Unknown,unknown,new,Amazon,Amazon,True,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.022,$22.50,$135,6 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07F6W16FZ?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,Unknown,limited,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.022,$22.50,$135,6 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B01CG0DBXE?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,B01CG0DBXE,unknown,new,Amazon,Amazon,no,HDD,"3.5""",SATA III,0,0,01/01,12
$0.023,$22.81,$365,16 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0832BL1HC?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Seagate,B0832BL1HC,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,140,130,01/15,24
$0.023,$22.86,$320,14 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B08T3PBV57?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,Unknown,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,12
$0.023,$22.99,$46,2 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07HBCRNZN?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Model,4.5,0,Unknown,B07HBCRNZN,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,520,01/15,36
$0.023,$23.08,$92,4 TB,2 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0BNGLFBXV?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,B0BNGLFBXV,unknown,new,Amazon,Amazon,no,SSD,"2.5""",SATA III,0,0,01/01,12
$0.023,$23.16,$29,25 GB x50,,Optical,BD-R,New,https://www.amazon.com/dp/B00IK46BJC?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B00IK46BJC,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.023,$23.25,$186,800 GB x10,,Tape,LTO-4,New,https://www.amazon.com/dp/B003ZWVKSG?tag=synack-20&linkCode=osi&th=1&psc=1,Seagate Barracuda 7200RPM SATA Hard Drive,4.2,856,Seagate,Barracuda,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.023,$23.33,$70,3 TB,3 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B00JXQ5O0I?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,B00JXQ5O0I,limited,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.023,$23.33,$420,18 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0C8BWDSB7?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,520,01/20,24
$0.023,$23.33,$560,24 TB,3 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0DNNKNKS4?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,500,450,01/15,24
$0.023,$23.33,$560,24 TB,3 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0FXNH31WK?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,0,Unknown,B0FXNH31WK,limited,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,520,01/15,24
$0.023,$23.33,$140,6 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B019GKNY4S?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,no,HDD,"3.5""",SATA III,0,0,01/01,24
$0.023,$23.50,$470,20 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0F3J9CB1J?tag=synack-20&linkCode=osi&th=1&psc=1,Western Digital WD Ultrastar 20TB Internal Hard Drive WD200EDGZ 3.5 Inch HDD SATA 6Gb/s 7200RPM 512MB Cache (Refurbished),4.3,7,Western Digital,WD200EDGZ,True,refurbished,third-party,goHardDrive,True,HDD,"3.5""",SATA III,272,272,05/01,12
$0.024,$23.57,$330,14 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B07NBNHZ8G?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,B07NBNHZ8G,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.024,$23.75,$190,800 GB x10,,Tape,LTO-4,New,https://www.amazon.com/dp/B003LMG1H0?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Hard Drive,4.5,500,Seagate,ST3000DM001,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,64,64,01/15,24
$0.024,$23.75,$380,16 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0CNJPRYYQ?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,Unknown,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.024,$23.75,$95,4 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07H8NBQ44?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B07H8NBQ44,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.024,$23.75,$95,4 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B00PDDC2G4?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Seagate,B00PDDC2G4,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,120,110,12/20,24
$0.024,$23.82,$10,400 GB,,Tape,LTO-3,New,https://www.amazon.com/dp/B002U33U48?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.0,50,Unknown,Unknown,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.024,$23.88,$29,1.2 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B00B96LSDW?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B00B96LSDW,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,120,120,01/15,24
$0.024,$23.89,$19,800 GB,,Tape,LTO-4,New,https://www.amazon.com/dp/B000RA1N4U?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.0,50,Unknown,B000RA1N4U,yes,new,Amazon,Amazon,yes,Portable HDD,"3.5""",USB 2.0,480,450,01/15,12
$0.024,$23.96,$30,25 GB x50,1 year,Optical,BD-R,New,https://www.amazon.com/dp/B00IK2OQM8?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B00IK2OQM8,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,100,95,01/15,12
$0.024,$23.99,$24,1 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B00519B0UO?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B00519B0UO,limited,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.024,$24.11,$60,50 GB x50,,Optical,BD-R,New,https://www.amazon.com/dp/B0D5HKGWJW?tag=synack-20&linkCode=osi&th=1&psc=1,Hewlett Packard (HP) VBR260RP50SH1 Single Recording Blu-ray Disc BD-R 50GB 50 Sheets White Printerable Double Layer 1-6x Speed,3.6,8,Verbatim,VBR260RP50SH1,True,new,Amazon Japan,Amazon Japan,False,Portable SSD,"2.5""",USB 3.0,240,180,01/15,12
$0.024,$24.12,$386,16 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0CRF9M3V5?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Seagate,B0CRF9M3V5,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,140,140,01/15,24
$0.024,$24.28,$340,14 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07MWBZD8L?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,100,Unknown,Unknown,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,520,01/15,24
$0.024,$24.28,$340,14 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B08B1X3W7D?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,0,0,unknown,12
$0.024,$24.28,$340,14 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0FX814MLW?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Unknown,B0FX814MLW,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,130,125,01/15,12
$0.024,$24.35,$146,6 TB,,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B093BVQYYM?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,100,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,520,01/15,24
$0.024,$24.37,$390,800 GB x20,,Tape,LTO-4,New,https://www.amazon.com/dp/B0075LX48C?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.0,50,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.024,$24.37,$390,16 TB,3 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B09GRP2KXF?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,Unknown,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.024,$24.37,$390,16 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0CMGHLL9T?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Unknown,B0CMGHLL9T,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.024,$24.37,$390,16 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0B1PFQXLC?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Internal Disk Drive,4.5,150,Amazon,B0B1PFQXLC,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,560,530,01/15,60
$0.024,$24.44,$440,18 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0C8BTG1G8?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,36
$0.024,$24.44,$440,18 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0CXBVV1SW?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Internal Storage Drive,4.5,250,Unknown,B0CXBVV1SW,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,520,01/15,24
$0.024,$24.44,$440,18 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0D7G45R6X?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,False,SSD,M.2,NVMe PCIe,0,0,01/01,0
$0.024,$24.44,$440,18 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0D5KR38K1?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,150,Unknown,Unknown,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,560,530,01/15,36
$0.024,$24.44,$440,18 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0DCM9VZ7K?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,limited,new,Amazon,Amazon,True,SSD,M.2,NVMe PCIe,3500,3000,01/15,12
$0.024,$24.48,$490,20 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0CHKP1716?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,B0CHKP1716,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.024,$24.50,$245,10 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B073BLV4W5?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Unknown,B073BLV4W5,limited,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.025,$24.60,$246,10 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B086K4NKT8?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B086K4NKT8,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/20,24
$0.025,$24.60,$246,10 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B01MQZAQDH?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.025,$24.66,$37,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B00TEYH9HK?tag=synack-20&linkCode=osi&th=1&psc=1,Quantum MR-L5MQN-01 Data Cartridge - LTO-5 - 1.50 TB (Native) / 3 TB (Compressed) - 1 Pack,4.0,15,Quantum,MR-L5MQN-01,True,new,third-party,Malelo and Company,True,HDD,"3.5""",SATA III,120,120,05/04,12
$0.025,$24.75,$396,16 TB,2 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B08JYQKVJP?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,no,SSD,"2.5""",SATA III,0,0,01/01,12
$0.025,$24.75,$99,4 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07PG9TZKS?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Solution,4.5,250,Unknown,B07PG9TZKS,limited,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,120,01/15,24
$0.025,$24.75,$99,4 TB,1 year,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B00A45JEX0?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Seagate,B00A45JEX0,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,120,120,01/15,24
$0.025,$24.76,$31,25 GB x50,,Optical,BD-R,New,https://www.amazon.com/dp/B00AXYQGKG?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Hard Drive,4.5,150,Seagate,ST3000DM001,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,72,72,01/15,24
$0.025,$24.76,$31,25 GB x50,,Optical,BD-R,New,https://www.amazon.com/dp/B009KXE4VO?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,50,Unknown,B009KXE4VO,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.025,$24.79,$595,24 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0DH6PMDY3?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,0.0,0,Unknown,Unknown,no,new,Amazon,Unknown,no,SSD,"2.5""",SATA III,0,0,01/01,12
$0.025,$24.83,$149,6 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B084RKKNS7?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,50,Unknown,B084RKKNS7,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,12
$0.025,$24.88,$10,400 GB,,Tape,LTO-3,New,https://www.amazon.com/dp/B000FSL97U?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.0,50,Unknown,B000FSL97U,limited,new,Amazon,Amazon,yes,Portable HDD,"3.5""",USB 2.0,35,32,01/15,12
$0.025,$24.88,$199,8 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B07W4SL9C6?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.025,$24.88,$199,8 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B00VO841AC?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,50,Unknown,Unknown,unknown,new,Amazon,Amazon,True,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.025,$24.88,$199,8 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B00UOGW4AO?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,no,HDD,"3.5""",SATA III,0,0,01/01,12
$0.025,$24.93,$349,14 TB,3 years,Internal,SAS,Used,https://www.amazon.com/dp/B07H4VBRKW?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Hard Drive Storage,4.5,150,Unknown,B07H4VBRKW,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.025,$24.94,$20,800 GB,,Tape,LTO-4,New,https://www.amazon.com/dp/B000R97YRQ?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.0,50,Unknown,B000R97YRQ,limited,new,Amazon,Amazon,yes,Portable HDD,"3.5""",USB 3.0,120,100,01/15,12
$0.025,$24.98,$10,400 GB,,Tape,LTO-3,New,https://www.amazon.com/dp/B0006G36UO?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B0006G36UO,limited,new,Amazon,Amazon,yes,Portable HDD,"3.5""",USB 2.0,480,450,01/15,24
$0.025,$24.98,$10,400 GB,,Tape,LTO-3,Used,https://www.amazon.com/dp/B0038L1GOW?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.0,50,Unknown,B0038L1GOW,limited,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,150,150,01/15,24
$0.025,$25.00,$50,2 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B09LZ4STX4?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,150,Unknown,B09LZ4STX4,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.025,$25.00,$300,12 TB,,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B093BSR3H4?tag=synack-20&linkCode=ogv&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B093BSR3H4,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.025,$25.00,$200,8 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B00NP6AOCK?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,500,Unknown,B00NP6AOCK,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.025,$25.00,$200,8 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07XQ18JJW?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B07XQ18JJW,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,140,130,01/15,24
$0.025,$25.00,$300,12 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07DYNG3N8?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,50,Unknown,B07DYNG3N8,limited,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,24
$0.025,$25.00,$300,12 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07JJK7S37?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,B07JJK7S37,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
